Invoice ID,Branch,CustomerID,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating,Longitude,Latitude
307-85-2293,B,C1202,Mandalay,Normal,Male,Health and beauty,50.28,7,,351.96,09-11-2019,13:58,Ewallet,251.4,4.761904762,100.56,10,96.0891,21.9588
743-04-1105,B,C1230,Mandalay,Member,Male,Health and beauty,97.22,18,87.498,1749.96,26-05-2019,14:43,Ewallet,874.98,4.761904762,874.98,7.2,96.0891,21.9588
423-57-2993,B,C1216,Mandalay,Normal,Male,Health and beauty,93.39,8,37.356,747.12,27-08-2019,19:18,Ewallet,560.34,4.761904762,186.78,10,96.0891,21.9588
894-41-5205,C,C1416,Naypyitaw,Normal,Female,Health and beauty,43.18,10,21.59,431.8,23-04-2019,19:39,Credit card,345.44,4.761904762,86.36,8.715,96.0785,19.7633
275-28-0149,A,C1722,Yangon,Normal,Male,Health and beauty,63.69,1,3.1845,63.69,26-06-2019,16:21,Cash,63.69,4.761904762,0,6,96.1735,16.8409
101-17-6199,A,C1665,Yangon,Normal,Male,Health and beauty,45.79,7,16.0265,320.53,27-01-2019,19:44,Credit card,320.53,4.761904762,0,7,96.1735,16.8409
423-80-0988,C,C1427,Naypyitaw,Normal,Male,Health and beauty,76.4,2,7.64,152.8,04-04-2019,19:42,Ewallet,152.8,4.761904762,0,6.825,96.0785,19.7633
548-46-9322,B,C1244,Mandalay,Normal,Male,Health and beauty,39.9,14,27.93,558.6,18-06-2019,15:24,Credit card,399,4.761904762,159.6,7.08,96.0891,21.9588
505-02-0892,B,C1237,Mandalay,Member,Male,Health and beauty,42.57,15,31.9275,638.55,06-06-2019,14:12,Ewallet,340.56,4.761904762,297.99,6.72,96.0891,21.9588
234-65-2137,C,C1315,Naypyitaw,Normal,Male,Health and beauty,95.58,12,57.348,1146.96,06-01-2019,13:32,Cash,955.8,4.761904762,191.16,5.04,96.0785,19.7633
687-47-8271,A,C1681,Yangon,Normal,Male,Health and beauty,98.98,10,49.49,989.8,23-04-2019,16:20,Credit card,989.8,4.761904762,0,8.7,96.1735,16.8409
796-32-9050,A,C1626,Yangon,Normal,Male,Health and beauty,51.28,6,15.384,307.68,10-07-2019,16:31,Cash,307.68,4.761904762,0,6.5,96.1735,16.8409
105-31-1824,A,C1626,Yangon,Member,Male,Health and beauty,69.52,10,34.76,695.2,08-12-2019,15:10,Credit card,486.64,4.761904762,208.56,8.5,96.1735,16.8409
249-42-3782,A,C1673,Yangon,Normal,Male,Health and beauty,70.01,5,17.5025,350.05,16-11-2019,11:36,Ewallet,350.05,4.761904762,0,5.5,96.1735,16.8409
316-55-4634,B,C1276,Mandalay,Member,Male,Health and beauty,80.05,10,40.025,800.5,24-02-2019,12:45,Credit card,400.25,4.761904762,400.25,10,96.0891,21.9588
733-33-4967,C,C1449,Naypyitaw,Normal,Male,Health and beauty,20.85,10,10.425,208.5,25-01-2019,19:17,Cash,166.8,4.761904762,41.7,6.615,96.0785,19.7633
608-27-6295,B,C1217,Mandalay,Normal,Male,Health and beauty,52.89,8,21.156,423.12,27-01-2019,17:34,Credit card,317.34,4.761904762,105.78,10,96.0891,21.9588
414-12-7047,B,C1283,Mandalay,Normal,Male,Health and beauty,19.79,11,10.8845,217.69,20-06-2019,12:04,Ewallet,158.32,4.761904762,59.37,10,96.0891,21.9588
827-26-2100,A,C1761,Yangon,Normal,Male,Health and beauty,33.84,9,,304.56,06-03-2019,16:21,Ewallet,304.56,4.761904762,0,8.8,96.1735,16.8409
175-54-2529,A,C1878,Yangon,Normal,Male,Health and beauty,22.17,8,,177.36,09-06-2019,17:01,Credit card,177.36,4.761904762,0,9.6,96.1735,16.8409
139-52-2867,C,C1372,Naypyitaw,Normal,Female,Health and beauty,22.51,8,,180.08,04-10-2019,10:50,Credit card,157.57,4.761904762,22.51,5.04,96.0785,19.7633
407-63-8975,,C1631,Yangon,Normal,Male,Health and beauty,73.88,6,,443.28,24-05-2019,19:16,Ewallet,443.28,4.761904762,0,4.4,96.1735,16.8409
342-65-4817,,C1311,Naypyitaw,Normal,Male,Health and beauty,86.8,4,,347.2,18-10-2019,16:47,Ewallet,260.4,4.761904762,86.8,,96.0785,19.7633
130-98-8941,,C1380,Naypyitaw,Normal,,Health and beauty,64.26,8,,514.08,02-02-2019,10:00,Cash,449.82,4.761904762,64.26,,96.0785,19.7633
434-83-9547,,C1405,Naypyitaw,Normal,,Health and beauty,38.47,10,,384.7,12-07-2019,11:51,Cash,307.76,4.761904762,76.94,,96.0785,19.7633
851-28-6367,,C1712,Yangon,Normal,,Health and beauty,15.5,10,,155,13-07-2019,10:55,Ewallet,155,4.761904762,0,,96.1735,16.8409
824-88-3614,,C1361,Naypyitaw,Normal,,Health and beauty,34.31,10,,343.1,26-12-2019,15:00,Ewallet,274.48,4.761904762,68.62,,96.0785,19.7633
586-25-0848,,C1603,Yangon,Normal,Female,Health and beauty,12.34,7,,86.38,08-10-2019,11:19,Credit card,86.38,4.761904762,0,,96.1735,16.8409
895-66-0685,,C1225,Mandalay,Normal,Male,Health and beauty,18.08,4,,72.32,18-03-2019,19:46,Ewallet,54.24,4.761904762,18.08,,96.0891,21.9588
305-14-0245,,C1216,Mandalay,Normal,Female,Health and beauty,94.49,11,,1039.39,22-11-2019,19:00,Ewallet,755.92,4.761904762,283.47,,96.0891,21.9588
732-04-5373,,C1261,Mandalay,Member,Male,Health and beauty,46.47,8,,371.76,01-11-2019,10:53,Cash,185.88,4.761904762,185.88,,96.0891,21.9588
400-60-7251,A,C1838,Yangon,Normal,Male,Health and beauty,74.07,1,,74.07,12-03-2019,12:50,Ewallet,74.07,4.761904762,0,,96.1735,16.8409
593-65-1552,C,C1425,Naypyitaw,Normal,Female,Health and beauty,69.81,5,,349.05,15-10-2019,20:50,Credit card,279.24,4.761904762,69.81,,96.0785,19.7633
284-34-9626,B,C1250,Mandalay,Normal,Female,Health and beauty,77.04,4,15.408,308.16,18-12-2019,10:39,Credit card,231.12,4.761904762,77.04,8.64,96.0891,21.9588
437-58-8131,B,C1273,Mandalay,Normal,Female,Health and beauty,73.52,3,11.028,220.56,08-08-2019,13:41,Ewallet,147.04,4.761904762,73.52,5.52,96.0891,21.9588
286-43-6208,C,C1376,Naypyitaw,Normal,Female,Health and beauty,87.8,11,48.29,965.8,29-10-2019,19:08,Cash,790.2,4.761904762,175.6,9.66,96.0785,19.7633
641-43-2399,B,C1212,Mandalay,Normal,Male,Health and beauty,25.55,6,7.665,153.3,04-11-2019,20:23,Ewallet,102.2,4.761904762,51.1,6.84,96.0891,21.9588
831-07-6050,A,C1624,Yangon,Normal,Male,Health and beauty,32.71,5,8.1775,163.55,08-11-2019,11:30,Credit card,163.55,4.761904762,0,9.9,96.1735,16.8409
556-86-3144,C,C1386,Naypyitaw,Member,Female,Health and beauty,74.29,1,3.7145,74.29,23-04-2019,19:30,Cash,74.29,4.761904762,0,5.25,96.0785,19.7633
848-24-9445,C,C1389,Naypyitaw,Member,Male,Health and beauty,43.7,3,6.555,131.1,05-11-2019,18:03,Cash,87.4,4.761904762,43.7,5.145,96.0785,19.7633
856-22-8149,A,C1808,Yangon,Normal,Female,Health and beauty,25.29,1,1.2645,25.29,30-12-2019,10:13,Ewallet,25.29,4.761904762,0,6.1,96.1735,16.8409
699-01-4164,C,C1314,Naypyitaw,,Male,Health and beauty,41.5,5,10.375,207.5,21-06-2019,19:58,Credit card,166,4.761904762,41.5,8.61,96.0785,19.7633
420-11-4919,C,C1474,Naypyitaw,,Female,Health and beauty,71.39,6,21.417,428.34,23-02-2019,19:57,Credit card,356.95,4.761904762,71.39,5.775,96.0785,19.7633
606-80-4905,C,C1427,Naypyitaw,,Female,Health and beauty,19.15,7,6.7025,134.05,14-05-2019,10:01,Credit card,114.9,4.761904762,19.15,7.14,96.0785,19.7633
542-41-0513,B,C1222,Mandalay,,Female,Health and beauty,57.49,6,17.247,344.94,15-11-2019,11:57,Cash,229.96,4.761904762,114.98,7.92,96.0891,21.9588
426-39-2418,C,C1304,Naypyitaw,,Male,Health and beauty,61.41,8,24.564,491.28,15-02-2019,10:02,Cash,429.87,4.761904762,61.41,10,96.0785,19.7633
875-46-5808,B,C1216,Mandalay,Member,Male,Health and beauty,25.9,20,25.9,518,04-06-2019,14:51,Ewallet,259,4.761904762,259,10,96.0891,21.9588
394-43-4238,B,C1212,Mandalay,Member,Male,Health and beauty,17.77,10,8.885,177.7,05-09-2019,12:42,Credit card,88.85,4.761904762,88.85,6.48,96.0891,21.9588
749-24-1565,A,C1757,Yangon,Normal,Female,Health and beauty,23.03,9,10.3635,207.27,02-08-2019,12:02,Ewallet,207.27,4.761904762,0,7.9,96.1735,16.8409
672-51-8681,C,C1320,Naypyitaw,Member,Female,Health and beauty,66.65,15,,999.75,20-02-2019,18:19,Credit card,599.85,4.761904762,399.9,10,96.0785,19.7633
263-87-5680,C,C1431,Naypyitaw,Member,Female,Health and beauty,28.53,17,,485.01,09-01-2019,17:38,Ewallet,285.3,4.761904762,199.71,8.19,96.0785,19.7633
573-58-9734,B,C1235,Mandalay,Normal,Female,Health and beauty,30.37,4,,121.48,07-03-2019,13:41,Ewallet,91.11,4.761904762,30.37,6.12,96.0891,21.9588
817-69-8206,B,C1280,Mandalay,Normal,Female,Health and beauty,99.73,13,,1296.49,28-03-2019,19:42,Credit card,897.57,4.761904762,398.92,7.8,96.0891,21.9588
888-02-0338,A,C1647,Yangon,Normal,Male,Health and beauty,26.23,9,,236.07,30-03-2019,20:24,Ewallet,236.07,4.761904762,0,5.9,96.1735,16.8409
677-11-0152,C,C1473,Naypyitaw,Normal,Female,Health and beauty,93.26,11,51.293,1025.86,03-09-2019,18:08,Cash,839.34,4.761904762,186.52,9.24,96.0785,19.7633
142-63-6033,B,C1281,Mandalay,Normal,Male,Health and beauty,92.36,7,32.326,646.52,03-08-2019,19:17,Ewallet,461.8,4.761904762,184.72,5.88,96.0891,21.9588
656-16-1063,B,C1294,Mandalay,Normal,Male,Health and beauty,46.42,4,9.284,185.68,05-09-2019,13:24,Credit card,139.26,4.761904762,46.42,5.28,96.0891,21.9588
891-58-8335,B,C1282,Mandalay,Member,Female,Health and beauty,29.61,14,20.727,414.54,12-02-2019,15:53,Cash,207.27,4.761904762,207.27,7.8,96.0891,21.9588
802-43-8934,A,C1654,Yangon,Normal,Male,Health and beauty,18.28,1,0.914,18.28,02-11-2019,15:05,Credit card,18.28,4.761904762,0,8.3,96.1735,16.8409
560-30-5617,B,C1283,Mandalay,Normal,Female,Health and beauty,24.77,7,8.6695,173.39,30-07-2019,18:27,Cash,123.85,4.761904762,49.54,10,96.0891,21.9588
319-74-2561,A,C1693,Yangon,Member,Female,Health and beauty,94.64,4,18.928,378.56,24-10-2019,16:55,Cash,283.92,4.761904762,94.64,5.5,96.1735,16.8409
549-03-9315,B,C1287,Mandalay,Normal,Male,Health and beauty,94.87,11,52.1785,1043.57,27-02-2019,12:58,Ewallet,758.96,4.761904762,284.61,10,96.0891,21.9588
790-29-1172,B,C1223,Mandalay,Normal,Female,Health and beauty,57.34,4,11.468,229.36,09-01-2019,18:59,Credit card,172.02,4.761904762,57.34,9.48,96.0891,21.9588
239-36-3640,B,C1208,Mandalay,Normal,Male,Health and beauty,45.35,8,18.14,362.8,03-08-2019,13:44,Ewallet,272.1,4.761904762,90.7,7.32,96.0891,21.9588
468-01-2051,B,C1221,Mandalay,Normal,Male,Health and beauty,62.08,10,31.04,620.8,14-09-2019,13:46,Ewallet,434.56,4.761904762,186.24,6.48,96.0891,21.9588
389-25-3394,C,C1452,Naypyitaw,Normal,Male,Health and beauty,11.81,6,3.543,70.86,26-09-2019,18:06,Cash,59.05,4.761904762,11.81,9.87,96.0785,19.7633
279-62-1445,C,C1499,Naypyitaw,Member,Female,Health and beauty,12.54,1,0.627,12.54,18-11-2019,12:38,Cash,12.54,4.761904762,0,8.61,96.0785,19.7633
213-72-6612,A,C1664,Yangon,Normal,Male,Health and beauty,43.25,2,4.325,86.5,14-07-2019,15:56,Cash,86.5,4.761904762,0,6.2,96.1735,16.8409
746-68-6593,C,C1497,Naypyitaw,Member,Female,Health and beauty,87.16,3,13.074,261.48,16-11-2019,14:29,Credit card,174.32,4.761904762,87.16,10,96.0785,19.7633
836-82-5858,B,C1283,Mandalay,Member,Male,Health and beauty,69.37,18,62.433,1248.66,12-08-2019,19:14,Ewallet,624.33,4.761904762,624.33,4.8,96.0891,21.9588
583-72-1480,C,C1393,Naypyitaw,Member,Male,Health and beauty,37.06,7,12.971,259.42,16-10-2019,16:24,Ewallet,148.24,4.761904762,111.18,,96.0785,19.7633
466-61-5506,B,C1211,Mandalay,Member,Female,Health and beauty,90.7,11,49.885,997.7,17-06-2019,10:52,Cash,544.2,4.761904762,453.5,,96.0891,21.9588
721-86-6247,A,C1770,Yangon,Normal,Female,Health and beauty,63.42,8,25.368,507.36,15-07-2019,12:55,Ewallet,507.36,4.761904762,0,,96.1735,16.8409
289-65-5721,B,C1212,Mandalay,Normal,Female,Health and beauty,81.37,3,12.2055,244.11,18-02-2019,19:28,Cash,162.74,4.761904762,81.37,,96.0891,21.9588
545-46-3100,B,C1263,Mandalay,Member,Female,Health and beauty,10.59,6,3.177,63.54,19-11-2019,13:52,Credit card,31.77,4.761904762,31.77,,96.0891,21.9588
418-02-5978,B,C1277,Mandalay,Normal,Female,Health and beauty,84.09,13,54.6585,1093.17,23-11-2019,10:54,Cash,756.81,4.761904762,336.36,,96.0891,21.9588
269-04-5750,B,C1232,Mandalay,Member,Male,Health and beauty,73.82,8,29.528,590.56,14-12-2019,18:31,Cash,295.28,4.761904762,295.28,,96.0891,21.9588
157-13-5295,A,C1776,Yangon,Normal,Male,Health and beauty,51.94,10,,519.4,19-01-2019,18:24,Ewallet,519.4,4.761904762,0,,96.1735,16.8409
645-78-8093,A,C1816,Yangon,Normal,Female,Health and beauty,93.14,2,,186.28,15-02-2019,18:09,Ewallet,186.28,4.761904762,0,,96.1735,16.8409
211-30-9270,C,C1373,Naypyitaw,Normal,Male,Health and beauty,17.41,6,,104.46,15-04-2019,15:16,Credit card,87.05,4.761904762,17.41,,96.0785,19.7633
755-12-3214,C,C1440,Naypyitaw,Normal,Female,Health and beauty,44.22,6,13.266,265.32,14-04-2019,17:07,Credit card,221.1,4.761904762,44.22,,96.0785,19.7633
346-84-3103,B,C1268,Mandalay,Normal,Female,Health and beauty,13.22,7,4.627,92.54,15-03-2019,19:26,Cash,66.1,4.761904762,26.44,5.16,96.0891,21.9588
478-06-7835,A,C1657,Yangon,Normal,Male,Health and beauty,89.69,1,4.4845,89.69,26-03-2019,11:20,Ewallet,89.69,4.761904762,0,4.9,96.1735,16.8409
540-11-4336,A,C1641,Yangon,Normal,Male,Health and beauty,24.94,9,11.223,224.46,14-06-2019,16:49,Credit card,224.46,4.761904762,0,5.6,96.1735,16.8409
448-81-5016,A,C1710,Yangon,Normal,Male,Health and beauty,59.77,2,5.977,119.54,08-07-2019,12:01,Credit card,119.54,4.761904762,0,5.8,96.1735,16.8409
142-72-4741,C,C1377,Naypyitaw,Normal,Male,Health and beauty,93.2,2,9.32,186.4,24-09-2019,18:37,Credit card,186.4,4.761904762,0,6.3,96.0785,19.7633
217-58-1179,A,C1762,Yangon,Normal,Male,Health and beauty,62.65,4,12.53,250.6,07-08-2019,11:25,Cash,250.6,4.761904762,0,4.2,96.1735,16.8409
376-02-8238,B,C1278,Mandalay,Normal,Male,Health and beauty,93.87,11,51.6285,1032.57,06-01-2019,18:42,Credit card,750.96,4.761904762,281.61,9.96,96.0891,21.9588
530-90-9855,A,C1758,Yangon,Normal,Male,Health and beauty,47.59,8,19.036,380.72,16-08-2019,14:47,Cash,380.72,4.761904762,0,5.7,96.1735,16.8409
866-05-7563,B,C1230,Mandalay,Normal,Female,Health and beauty,81.4,4,16.28,325.6,16-11-2019,19:43,Cash,244.2,4.761904762,81.4,5.76,96.0891,21.9588
604-70-6476,A,C1737,Yangon,Normal,Male,Health and beauty,17.94,5,4.485,89.7,27-04-2019,14:04,Ewallet,89.7,4.761904762,0,6.8,96.1735,16.8409
799-71-1548,A,C1886,Yangon,Normal,,Health and beauty,77.72,4,15.544,310.88,14-11-2019,16:11,Credit card,310.88,4.761904762,0,8.8,96.1735,16.8409
785-13-7708,B,C1243,Mandalay,Normal,,Health and beauty,73.06,10,36.53,730.6,25-12-2019,19:06,Credit card,511.42,4.761904762,219.18,5.04,96.0891,21.9588
845-51-0542,,C1297,Mandalay,Normal,,Health and beauty,46.55,13,30.2575,605.15,05-09-2019,15:34,Ewallet,418.95,4.761904762,186.2,7.68,96.0891,21.9588
662-47-5456,,C1317,Naypyitaw,Normal,Male,Health and beauty,35.19,12,21.114,422.28,23-10-2019,19:06,Credit card,351.9,4.761904762,70.38,8.82,96.0785,19.7633
883-17-4236,,C1486,Naypyitaw,,Female,Health and beauty,14.39,2,1.439,28.78,21-05-2019,19:44,Credit card,28.78,4.761904762,0,7.56,96.0785,19.7633
290-68-2984,,C1895,Yangon,,Male,Health and beauty,23.75,4,4.75,95,19-02-2019,11:22,Cash,95,4.761904762,0,5.2,96.1735,16.8409
704-11-6354,,C1732,Yangon,,Male,Health and beauty,58.9,8,23.56,471.2,12-09-2019,11:23,Cash,471.2,4.761904762,0,8.9,96.1735,16.8409
110-48-7033,,C1293,Mandalay,,Male,Health and beauty,32.62,6,9.786,195.72,21-06-2019,14:12,Cash,130.48,4.761904762,65.24,10,96.0891,21.9588
366-93-0948,,C1696,Yangon,,Male,Health and beauty,66.35,1,3.3175,66.35,31-01-2019,10:46,Credit card,66.35,4.761904762,0,9.7,96.1735,16.8409
729-09-9681,,C1694,Yangon,Normal,Male,Health and beauty,25.91,6,7.773,155.46,24-03-2019,10:16,Ewallet,155.46,4.761904762,0,8.7,96.1735,16.8409
151-16-1484,A,C1721,Yangon,Normal,Male,Health and beauty,32.25,4,6.45,129,06-10-2019,12:38,Ewallet,129,4.761904762,0,6.5,96.1735,16.8409
380-94-4661,C,C1487,Naypyitaw,Normal,Male,Health and beauty,65.94,5,,329.7,26-04-2019,13:05,Credit card,263.76,4.761904762,65.94,7.245,96.0785,19.7633
850-41-9669,A,C1810,Yangon,Normal,Female,Health and beauty,75.06,9,,675.54,06-06-2019,13:25,Ewallet,675.54,4.761904762,0,6.2,96.1735,16.8409
821-07-3596,C,C1322,Naypyitaw,Normal,Female,Health and beauty,16.45,5,4.1125,82.25,31-01-2019,14:53,Ewallet,65.8,4.761904762,16.45,5.88,96.0785,19.7633
655-85-5130,B,C1300,Mandalay,Normal,Female,Health and beauty,38.3,6,11.49,229.8,03-02-2019,19:22,Cash,153.2,4.761904762,76.6,6.84,96.0891,21.9588
447-15-7839,A,C1739,Yangon,Member,Female,Health and beauty,22.24,14,15.568,311.36,07-10-2019,11:00,Cash,222.4,4.761904762,88.96,4.2,96.1735,16.8409
154-74-7179,B,C1227,Mandalay,Normal,Male,Health and beauty,54.45,1,2.7225,54.45,05-05-2019,19:24,Ewallet,54.45,4.761904762,0,9.48,96.0891,21.9588
253-12-6086,A,C1731,Yangon,Member,Female,Sports and travel,98.4,10,49.2,984,11-12-2019,12:43,Credit card,688.8,4.761904762,295.2,8.7,96.1735,16.8409
808-65-0703,C,C1322,Naypyitaw,Normal,Male,Home and lifestyle,35.47,5,8.8675,177.35,05-03-2019,17:22,Credit card,141.88,4.761904762,35.47,7.245,96.0785,19.7633
571-94-0759,B,C1291,Mandalay,Member,Female,Food and beverages,74.6,20,74.6,1492,18-01-2019,20:55,Cash,746,4.761904762,746,10,96.0891,21.9588
144-51-6085,A,C1601,Yangon,Member,Male,Home and lifestyle,70.74,6,21.222,424.44,13-02-2019,16:05,Credit card,282.96,4.761904762,141.48,4.4,96.1735,16.8409
731-14-2199,A,C1640,Yangon,Member,Female,Home and lifestyle,35.54,14,24.878,497.56,02-05-2019,13:34,Ewallet,355.4,4.761904762,142.16,7,96.1735,16.8409
783-09-1637,B,C1202,Mandalay,Normal,Female,Sports and travel,67.43,7,23.6005,472.01,27-10-2019,18:13,Ewallet,337.15,4.761904762,134.86,7.56,96.0891,21.9588
687-15-1097,C,C1306,Naypyitaw,Member,Female,Health and beauty,21.12,3,3.168,63.36,13-03-2019,19:17,Cash,42.24,4.761904762,21.12,10,96.0785,19.7633
126-54-1082,A,C1870,Yangon,Member,Female,Home and lifestyle,21.54,13,14.001,280.02,02-03-2019,11:44,Credit card,193.86,4.761904762,86.16,8.8,96.1735,16.8409
633-91-1052,A,C1693,Yangon,Normal,Female,Home and lifestyle,12.03,2,1.203,24.06,25-07-2019,15:51,Cash,24.06,4.761904762,0,5.1,96.1735,16.8409
477-24-6490,B,C1219,Mandalay,Normal,Female,Health and beauty,99.71,8,39.884,797.68,02-04-2019,16:52,Ewallet,598.26,4.761904762,199.42,9.48,96.0891,21.9588
566-19-5475,B,C1206,Mandalay,Normal,Male,Fashion accessories,47.97,10,23.985,479.7,29-08-2019,20:52,Cash,335.79,4.761904762,143.91,7.44,96.0891,21.9588
526-86-8552,C,C1484,Naypyitaw,Member,Female,Home and lifestyle,21.82,17,18.547,370.94,14-09-2019,17:36,Cash,218.2,4.761904762,152.74,7.455,96.0785,19.7633
376-56-3573,C,C1367,Naypyitaw,Normal,Female,Fashion accessories,95.42,5,23.855,477.1,31-08-2019,13:23,Ewallet,381.68,4.761904762,95.42,6.72,96.0785,19.7633
537-72-0426,C,C1392,Naypyitaw,Member,Male,Fashion accessories,70.99,17,,1206.83,12-07-2019,16:28,Cash,709.9,4.761904762,496.93,5.985,96.0785,19.7633
828-61-5674,A,C1727,Yangon,Member,Male,Sports and travel,44.02,14,30.814,616.28,17-04-2019,19:57,Credit card,440.2,4.761904762,176.08,9.6,96.1735,16.8409
136-08-6195,A,C1811,Yangon,Normal,Female,Home and lifestyle,69.96,8,27.984,559.68,17-01-2019,17:01,Credit card,559.68,4.761904762,0,6.4,96.1735,16.8409
523-38-0215,C,C1456,Naypyitaw,Normal,Male,Home and lifestyle,37,1,1.85,37,14-07-2019,13:29,Credit card,37,4.761904762,0,8.295,96.0785,19.7633
490-29-1201,A,C1800,Yangon,Normal,Female,,15.34,1,0.767,15.34,10-12-2019,11:09,Cash,15.34,4.761904762,0,6.5,96.1735,16.8409
667-92-0055,A,C1603,Yangon,Member,Male,,99.83,8,39.932,798.64,16-01-2019,15:02,Ewallet,598.98,4.761904762,199.66,8.5,96.1735,16.8409
565-17-3836,A,C1791,Yangon,Member,Female,,47.67,6,14.301,286.02,09-08-2019,14:21,Cash,190.68,4.761904762,95.34,9.1,96.1735,16.8409
498-41-1961,B,C1236,Mandalay,Normal,Male,,66.68,7,23.338,466.76,24-07-2019,18:01,Cash,333.4,4.761904762,133.36,9.12,96.0891,21.9588
593-95-4461,C,C1439,Naypyitaw,Member,Male,,74.86,1,3.743,74.86,01-11-2019,14:49,Cash,74.86,4.761904762,0,7.245,96.0785,19.7633
226-71-3580,C,C1440,Naypyitaw,Normal,Female,,23.75,11,13.0625,261.25,06-07-2019,12:02,Cash,213.75,4.761904762,47.5,9.975,96.0785,19.7633
283-79-9594,B,C1262,Mandalay,Normal,Female,,48.51,10,24.255,485.1,01-11-2019,13:30,Credit card,339.57,4.761904762,145.53,6.24,96.0891,21.9588
430-60-3493,A,C1746,Yangon,Member,Female,,94.88,10,47.44,948.8,25-11-2019,14:38,Cash,664.16,4.761904762,284.64,4.2,96.1735,16.8409
139-20-0155,B,C1290,Mandalay,Member,Male,,40.3,20,40.3,806,08-02-2019,17:37,Credit card,403,4.761904762,403,8.4,96.0891,21.9588
558-80-4082,C,C1469,Naypyitaw,Normal,Male,,27.85,8,11.14,222.8,18-03-2019,17:20,Ewallet,194.95,4.761904762,27.85,6.3,96.0785,19.7633
278-97-7759,A,C1781,Yangon,Member,Female,,62.48,1,3.124,62.48,30-01-2019,20:29,Cash,62.48,4.761904762,0,4.7,96.1735,16.8409
316-68-6352,A,C1767,Yangon,Member,Female,,36.36,3,5.454,109.08,02-07-2019,10:00,Cash,72.72,4.761904762,36.36,7.1,96.1735,16.8409
585-03-5943,B,C1291,Mandalay,Normal,Male,,18.11,14,12.677,253.54,28-06-2019,11:46,Ewallet,181.1,4.761904762,72.44,7.08,96.0891,21.9588
211-05-0490,C,C1421,Naypyitaw,Member,Female,Electronic accessories,51.92,8,20.768,415.36,16-04-2019,13:42,Cash,259.6,4.761904762,155.76,7.875,96.0785,19.7633
727-75-6477,C,C1332,Naypyitaw,Normal,Male,Electronic accessories,28.84,5,7.21,144.2,30-01-2019,14:44,Cash,115.36,4.761904762,28.84,6.72,96.0785,19.7633
744-02-5987,A,C1673,Yangon,Member,Male,Home and lifestyle,78.38,8,31.352,627.04,26-05-2019,14:16,Ewallet,470.28,4.761904762,156.76,5.8,96.1735,16.8409
307-83-9164,A,C1672,Yangon,Member,Male,Home and lifestyle,60.01,6,18.003,360.06,14-05-2019,15:54,Cash,240.04,4.761904762,120.02,4.5,96.1735,16.8409
779-06-0012,,C1365,Naypyitaw,Member,Female,Home and lifestyle,88.61,1,4.4305,88.61,27-03-2019,10:21,Cash,88.61,4.761904762,0,8.085,96.0785,19.7633
446-47-6729,,C1408,Naypyitaw,Normal,Male,Fashion accessories,99.82,2,9.982,199.64,24-06-2019,18:09,Credit card,199.64,4.761904762,0,7.035,96.0785,19.7633
573-10-3877,,C1208,Mandalay,Member,Male,Health and beauty,39.01,1,,39.01,01-07-2019,16:46,Credit card,39.01,4.761904762,0,5.64,96.0891,21.9588
735-06-4124,,C1405,Naypyitaw,Normal,Male,Food and beverages,48.61,1,,48.61,28-04-2019,15:31,Cash,48.61,4.761904762,0,4.62,96.0785,19.7633
439-54-7422,,C1611,Yangon,,Female,Electronic accessories,51.19,4,,204.76,16-06-2019,17:15,Credit card,204.76,4.761904762,0,,96.1735,16.8409
396-90-2219,B,C1286,Mandalay,,Female,Electronic accessories,14.96,11,,164.56,27-01-2019,12:29,Cash,119.68,4.761904762,44.88,,96.0891,21.9588
411-77-0180,A,C1622,Yangon,,Male,Electronic accessories,72.2,7,,505.4,02-04-2019,20:14,Ewallet,505.4,4.761904762,0,,96.1735,16.8409
286-01-5402,A,C1898,Yangon,Normal,Female,Sports and travel,40.23,7,,281.61,15-06-2019,13:22,Cash,281.61,4.761904762,0,,96.1735,16.8409
803-17-8013,A,C1620,Yangon,Member,Female,Home and lifestyle,88.79,11,,976.69,11-08-2019,17:09,Cash,710.32,4.761904762,266.37,,96.1735,16.8409
512-98-1403,A,C1632,Yangon,Member,Female,Electronic accessories,26.48,4,,105.92,29-06-2019,10:40,Ewallet,79.44,4.761904762,26.48,,96.1735,16.8409
848-42-2560,A,C1670,Yangon,Normal,Female,Fashion accessories,81.91,2,8.191,163.82,09-09-2019,17:43,Cash,163.82,4.761904762,0,,96.1735,16.8409
532-59-7201,B,C1279,Mandalay,Member,Male,Sports and travel,79.93,11,43.9615,879.23,03-12-2019,14:04,Cash,479.58,4.761904762,399.65,,96.0891,21.9588
181-94-6432,C,C1470,Naypyitaw,Member,Male,Fashion accessories,69.33,3,10.3995,207.99,25-02-2019,19:05,Ewallet,138.66,4.761904762,69.33,10,96.0785,19.7633
870-76-1733,A,C1777,Yangon,Member,Female,Food and beverages,14.23,7,4.9805,99.61,18-10-2019,10:08,Credit card,71.15,4.761904762,28.46,4.4,96.1735,16.8409
423-64-4619,A,C1858,Yangon,Member,Female,Health and beauty,15.55,13,10.1075,202.15,10-09-2019,13:12,Cash,139.95,4.761904762,62.2,5,96.1735,16.8409
227-07-4446,C,C1350,Naypyitaw,Member,Female,Health and beauty,78.13,17,66.4105,1328.21,22-02-2019,20:51,Cash,781.3,4.761904762,546.91,4.62,96.0785,19.7633
